totalProductionkWh;totalConsumptionkWh
160.76676594581818;54.263000000000034
152.63024081817625;56.972000000000165
138.82781359977568;57.31600000000006
146.54715391043007;55.236999999999824
141.1757339007426;54.839
155.30545695040297;55.43500000000032
143.62344328940665;54.92000000000005
141.46692046938662;55.319999999999936
133.47903289007942;54.70200000000014
143.93131076893542;56.924000000000234
151.32188391004692;55.67100000000008
141.65063679008398;56.19900000000001
151.054596775305;54.1929999999997
151.054596775305;55.7500000000004
143.93131076893542;54.97800000000029
141.20136583029924;54.4890000000002
151.50747047531632;56.40900000000039
141.2970666422104;55.38300000000018
133.12080054901207;53.608999999999895
122.52116691649718;56.05100000000013
136.42358755011125;55.82200000000016
137.5116362848807;56.20800000000034
122.52116684787843;54.46299999999985
138.15695939734934;56.79300000000006
137.5116362848807;54.49099999999976
141.14874628061366;56.04600000000025
146.25342561205935;54.477000000000004
146.02375322644576;54.40600000000001
139.37126146802407;55.01300000000009
158.3633118770217;54.565
136.22634530768846;54.58699999999999
131.23523993514266;54.12699999999995
139.17974006672677;55.283999999999914
146.25342561205935;55.759000000000185
151.50746289176064;53.956999999999525
139.8735752671567;52.714000000000055
138.8836033033113;55.36399999999975
139.37124350368464;54.416999999999845
145.59440107935905;55.47499999999977
129.62519717376486;53.77100000000011
138.15694356048155;55.78099999999992
155.30545624622187;56.77100000000033
129.0952966408899;55.33800000000022
145.6463962286489;55.97900000000007
150.6471191367063;56.225000000000165
136.42357932066312;55.68900000000003
154.93650369861152;56.47199999999998
143.36385278899087;55.47900000000013
146.7913710959805;54.07899999999987
152.85644837710208;55.8580000000002
146.07848078327953;54.690999999999946
151.37719286817526;54.187999999999846
141.1487379099547;52.95399999999967
128.50034624300878;55.299000000000184
129.09528710101227;54.77100000000027
149.3383822691715;53.872999999999706
146.79136648562505;55.24600000000035
139.74012140465248;56.50799999999998
153.5709843414517;55.971000000000295
143.6234369104581;54.108000000000004
141.29705891889895;54.49899999999987
145.6463928181249;53.99099999999985
149.3383822691715;56.78900000000027
145.82798859083874;56.71500000000029
150.64709989520247;54.72400000000008
141.12523032072752;55.44800000000011
149.35189195398635;55.62099999999995
139.7401068582409;55.38900000000024
141.1757184147286;57.237000000000435
141.14873492899005;54.716999999999786
138.88360667068076;56.62199999999979
143.58379767815768;54.24799999999988
142.67838926320917;54.643999999999934
137.39957228013733;55.31099999999984
154.9365133650539;55.35900000000022
141.30391984375302;55.66700000000006
142.67838926320917;55.41999999999999
135.52076403544913;53.4459999999998
137.51163114062587;56.577000000000226
143.78509144520822;56.48000000000022
154.02229894693784;57.1899999999998
153.16023901834527;53.42799999999994
133.1208009641931;56.193000000000154
139.3712702650568;54.98599999999962
145.9046521303446;55.13599999999977
156.02658567341118;56.41100000000003
130.6627271400352;53.37899999999982
152.62051181160854;55.92399999999995
145.33916109704282;54.946999999999775
149.33839496757383;55.89400000000004
143.62344460666543;54.737000000000094
136.2263570338904;55.95000000000003
156.02658567341118;54.64399999999998
152.638258411632;56.60300000000038
137.9893146419815;55.9150000000003
152.85646067811518;55.904999999999774
149.30654238855905;53.872999999999855
139.18712942285512;55.816000000000045
145.98592668752198;54.47999999999976
142.81295140099286;55.38199999999984
