totalProductionkWh;totalConsumptionkWh
97.4884600131;54.825
73.7855666181;55.643
91.4834354679;55.431
73.1147458686;55.939
91.7440314621;56.127
94.3189244839;55.493
92.5700177057;55.972
86.3043424316;55.041
94.3189244839;55.957
73.1147458686;56.372
73.7855409451;56.53
95.6116756893;56.831
97.6870744484;55.043
92.5700177057;55.583
92.7659987074;55.118
97.4884930697;56.956
91.8230711823;54.943
86.3043988303;54.519
87.1433738971;56.11
91.4834817265;54.763
92.643502407;54.109
92.643502407;54.418
96.2700146842;57.294
86.3044001056;54.384
107.542957898;54.241
91.8230721812;56.284
99.2659091649;55.552
94.3189792697;55.78
91.8230721812;55.524
97.2164750649;56.063
91.7440855364;54.327
95.3810984767;55.281
107.47152148;56.096
97.6871343873;54.797
73.0509040304;54.862
73.0509040304;55.732
104.236887759;54.789
105.436437565;56.521
92.7659847405;54.709
97.2164562201;56.415
96.2167026885;56.219
91.8230542663;57.283
87.2841327285;57.505
93.5192951257;54.657
87.1433544474;54.834
73.0509040304;55.946
92.6435097125;55.464
91.7440921626;54.914
97.4885012725;55.908
107.542966415;54.589
106.482895152;54.36
91.4834883341;56.15
95.6117298208;55.294
92.5700988797;54.557
84.1769154761;56.281
97.2164816356;54.768
95.3133238039;56.849
84.1769154761;54.125
97.2164625955;55.416
94.3189665093;53.231
104.236894548;55.086
73.1147972185;53.371
91.7440730543;56.973
95.3133065639;56.955
95.3810850966;55.285
96.2700028589;56.295
97.4884895421;56.544
99.2659057959;54.695
106.482882164;54.761
104.236903682;53.722
97.2164625955;54.482
96.2167092657;54.012
92.7659898935;54.122
92.5700732455;55.421
82.8880026743;56.028
82.8880026743;54.139
91.4834793248;53.958
73.1148067908;55.331
95.6117013871;53.393
105.43643383;56.307
106.482855573;56.423
105.43643383;57.099
95.3810719374;56.155
93.5192890059;56.366
97.2164499154;56.223
106.482855573;57.499
91.4834606294;55.552
104.236881776;56.342
93.5192890059;54.606
86.3043731638;56.408
92.6435085981;53.816
91.4834872951;55.744
92.6435085981;55.884
91.7440908129;55.041
93.519318206;55.325
105.43645628;55.812
107.542965069;55.257
93.2040914989;54.798
97.6871057366;55.63
107.542923429;56.005
