totalProductionkWh;totalConsumptionkWh
100.372197517;48.71
89.8439484566;47.741
96.9516022705;50.607
80.5544431227;48.68
103.915569583;48.389
80.0371648756;48.034
100.430865803;49.649
92.317776829;47.631
97.2295508186;48.731
99.0585431102;49.637
99.0585431102;49.413
102.742437576;47.901
111.189008632;48.778
111.189008632;50.634
99.0585431102;48.352
111.188999448;48.032
101.146926183;49.43
101.160209876;48.783
97.2295437905;49.838
101.040445576;49.226
110.511953831;50.617
102.076813429;47.747
96.6205889654;48.602
92.3177738436;47.767
103.91557047;49.881
92.8452270201;49.469
96.9515947122;49.961
97.229542985;46.741
106.210693826;49.118
100.430858748;50.283
100.43091612;48.854
93.4383288922;48.869
80.5544863082;49.556
106.381548797;49.483
103.915619754;48.478
95.5102171297;50.034
95.5102171297;49.933
96.9516450023;49.682
89.8439906995;48.471
100.372241095;50.091
96.9786383666;49.346
97.2295929502;48.82
97.5314115865;48.112
80.0372048877;49.585
90.9574253145;47.997
92.668955165;49.033
96.9516548751;51.31
104.13868255;51.862
96.9516548751;50.974
101.146996166;49.632
93.4383511775;49.172
96.6206500026;50.172
98.3765279154;48.344
101.146990805;49.053
80.5545102878;49.683
97.5314263626;48.271
80.0372248084;50.0
106.381554831;50.357
109.821808233;49.187
106.210757712;47.122
110.511997517;48.486
89.8439829767;48.067
96.9786248443;48.289
95.5102055317;49.055
80.6028183859;49.475
97.2295811431;47.167
99.0585734779;49.372
92.3178105443;49.286
102.742472156;48.543
96.9786248443;50.158
96.62065073;48.147
90.9574402607;50.66
101.147000852;48.95
101.040511339;48.775
100.430935195;50.576
106.38156808;49.657
106.38156808;50.494
93.4383455961;48.92
80.0372201006;49.293
92.6689588148;49.116
106.210768199;47.919
110.512033158;49.053
101.040511339;50.43
102.742502975;48.965
95.5102349248;49.635
109.821815101;49.62
101.160277062;51.01
96.9516628711;50.266
97.5314281359;49.172
80.6028393;49.796
101.040485483;50.854
111.189047511;48.971
96.978625859;49.17
110.511998835;47.615
110.511998835;49.572
101.160249233;49.53
89.8439846572;48.714
100.430908621;48.909
90.9574165226;47.389
89.8439846572;50.303
