totalProductionkWh;totalConsumptionkWh
162.05968971012487;54.786000000000236
147.2063228447849;54.71800000000033
136.54123920384788;55.796999999999976
144.57272846184793;54.922
141.2005184054642;54.75400000000002
157.74461966042327;57.24600000000024
149.34060178068523;56.72699999999979
147.61765330270077;56.60699999999994
140.83281134278434;56.09100000000015
149.34058897174154;55.41599999999991
140.8327979646595;56.346000000000316
156.28405960128123;55.173999999999864
154.91000688873737;55.38900000000018
158.8207987156153;55.64699999999988
142.32868848859667;55.81999999999982
144.57271835920193;55.16999999999996
157.74462338175613;55.39399999999995
149.07096335568968;54.193000000000104
144.59109182288776;54.77900000000005
142.08643063540592;54.5510000000001
136.55659968389386;55.20400000000018
149.34058897174154;56.3690000000004
146.0983042616617;56.44900000000017
146.19455886867428;55.74600000000018
146.83954836468524;55.37799999999987
149.85988790324365;54.8479999999999
150.3272594882508;55.380000000000024
147.32738403119708;55.55300000000018
144.66665681007592;53.68300000000025
151.907397294582;55.7859999999998
149.2512028891711;54.06500000000003
158.937363505661;57.05900000000025
134.4187635650973;55.69400000000008
158.82080998125818;54.92800000000032
146.0983212818892;55.81899999999973
139.89364297803465;55.9380000000007
144.3715875781244;54.981000000000066
131.56755368171366;55.63699999999989
148.8346184065753;54.8870000000002
149.48079246501572;55.61200000000005
138.99714829630344;55.52600000000027
139.57110609532833;55.52500000000015
151.907397294582;54.93999999999983
149.93391119059555;56.257999999999925
143.94783881479276;54.52699999999976
140.82460025104706;56.70599999999999
149.48898441903975;56.16900000000035
133.61758393745208;56.52199999999985
147.35069560832667;53.66599999999992
149.85989789508665;56.709000000000344
157.74461188711328;55.760000000000105
156.22612713887386;56.3390000000001
149.34059457607412;54.313999999999965
154.54127324495474;56.710000000000065
142.72758320500773;54.817999999999984
156.28593648369556;54.57299999999993
154.54127324495474;54.64900000000003
146.19456533323222;55.17100000000002
158.93735648320998;55.7890000000001
139.47664611428132;54.56300000000036
143.94514182392595;57.793000000000006
147.2537264115832;55.51000000000019
139.47664611428132;55.071000000000055
153.06687435246053;55.41400000000011
146.1643855165443;54.31100000000001
147.32737832983355;56.371000000000265
143.41689779343582;54.3010000000001
158.82081724387126;56.68100000000013
149.53039243568222;55.51100000000022
144.5911085698061;53.65199999999993
143.41689779343582;54.94999999999996
131.56755456294366;55.95600000000027
131.56755456294366;55.50700000000009
148.83462150850093;55.375999999999834
159.73896615838353;54.19499999999974
152.67773950098518;55.47999999999993
158.93736788219255;55.224999999999966
138.99715211226712;54.10099999999974
159.73896615838353;56.0610000000001
149.2512069581908;55.46600000000024
136.55661390093155;54.53600000000037
125.56419997684648;55.1990000000002
147.78803878456785;55.10900000000004
156.70414139088243;54.867000000000104
149.0709629834497;55.948000000000036
147.20631490428588;55.1329999999997
149.93390933360206;56.524000000000285
139.893643336285;55.77400000000026
151.9073966356411;55.56400000000025
149.93390933360206;53.04599999999982
149.44650985030017;55.55699999999993
136.54124202458738;54.76499999999962
146.1643802575837;54.53699999999995
131.56754666732033;57.68200000000027
154.516660687715;56.23799999999986
140.83281577852904;54.08499999999988
143.23473588403468;54.892999999999915
147.35069759691345;53.61300000000017
144.84594890567072;56.41900000000027
144.57273385760377;54.634000000000384
